0,Text,User,User ID,Description,Location
2213,".@BennieGThompson expected to re-take chairmanship of House #HomelandSecurity committee after #midterm win, Thompso\xe2\x80\xa6 https://t.co/5Aznj1cVhx",Michaela Ross,1620720727,"@BGOV Bloomberg Government reporter covering @DHSgov | @BloombergLaw, @MONEY, @PeaceCorps, @newmarkjschool, @carthagecollege Alum | Retweets \xe2\x89\xa0 Endorsements","District of Columbia, USA"
2214,"RT @StateStreetETFs: Historically, markets have performed well around #midterm elections. Could this year be an outlier? Chief Investment S\xe2\x80\xa6",Amoga\xf0\x9f\x8f\x80\xf0\x9f\x87\xba\xf0\x9f\x87\xb8,1049669107346563073,"new Account, let me explain it to you","Washington, DC"
2215,@bennyjohnson So much was accomplished in the #Midterm elections. #RedWave,\xf0\x9f\x8d\x81\xf0\x9f\xa5\x80 Julie Truth  \xf0\x9f\xa6\x85\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\xa5\x80\xf0\x9f\x8d\x82,997298081023410176,"Love God, My Family and My Country. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8.. It\xe2\x80\x99s all about the #Truth the whole Truth and nothing but the Truth. #BeBest",
2216,"Congratulations to @IlhanMN on becoming the first Muslim women in Congress, along with @RashidaTlaib\xe2\x80\xa6 https://t.co/KkXhknsgme",Shivan Fazil,158318405,@CheveningFco Scholar - Graduate Student in Middle East Politics @SOAS. Leadership Fellow Alumni @EastWestCenter. Formerly @Oxfam & @MERI_info,"London, England"
2217,#Midterm losses for @clairecmc and @SenatorHeitkamp means #Dem leadership on the Senate's #HomelandSecurity Committ\xe2\x80\xa6 https://t.co/oZaksRMbst,Michaela Ross,1620720727,"@BGOV Bloomberg Government reporter covering @DHSgov | @BloombergLaw, @MONEY, @PeaceCorps, @newmarkjschool, @carthagecollege Alum | Retweets \xe2\x89\xa0 Endorsements","District of Columbia, USA"
2218,RT @richeis315: The #midterm elections: Here's the verdict on what they mean for #Medicare #Medicaid #SocialSecurity and #drugprices https:\xe2\x80\xa6,Longevity Colorado,839318510153129985,News about longevity in Colorado & beyond. #Colorado #Longevity #Aging #Boomer Visit https://t.co/boS46Z0hIW contact: Katrin Olson,"Denver, CO"
2219,"RT @PeterHuvos: #Midterm #elections: congratulations to the newly elected (or reelected) members of Congress, may they not forget Austin Ti\xe2\x80\xa6",nico72om,944212070,"#HumanRights #antiraciste, aime l'humanitaire. #FreeRaif",world 
2220,WATCH LIVE: President #Trump Post-Election #Press_Conference on #Midterm Elections Result at the White House\n\nhttps://t.co/4Q0C6YMToN,Bob Diamond RPh,14907290,"#Pharmacist, Stock Trader, #Vietnam_Vet, #Mensa_Member -- #Christian #Patriot #COSProject #MAGA","Charlotte, NC USA"
2221,How wonderful it is to wake up to this&gt;&gt;  A record 100 #women elected to the House; An estimated 114 million voters\xe2\x80\xa6 https://t.co/hhz1gEDrA7,Dee Kayalar,108748432,"a lucky mom and wife \xe2\x99\xa1 life & career coach  \xe2\x99\xa1 connects, gives, cares @USDCareers \xe2\x99\xa1 #IUAlum \xe2\x99\xa1 multicultural \xe2\x99\xa1 Francophile \xe2\x99\xa1 cheesecake maker \xe2\x99\xa1 dog mom","San Diego, CA"
2222,RT @ChinaDaily: Americans across the country turned out in large numbers on Tuesday to #vote in a highly anticipated #midterm #election see\xe2\x80\xa6,Ram\xc3\xb3n Cort\xc3\xa9s,94125598,ciudadano m\xc3\xa9xico representaci\xc3\xb3n pol\xc3\xadtica tributaria democracia estado derecho leyes impuestos parlamento izquierda,RC09RC15
2223,RT @xruiztru: \xf0\x9f\xa4\x94 So Trump or Obama\xe2\x80\x99s success?\n\nUnemployment rate has been dropping for 9 years. #MidtermElection2018 #Midterm https://t.co/t\xe2\x80\xa6,Lucas Cardoso,393579314,,
2224,"Tuesday: \xe2\x80\x9cEveryone get out and vote, we all have a voice!\xe2\x80\x9d\nWednesday: \xe2\x80\x9cI meant vote like me, moron.\xe2\x80\x9d\nEvery time.  #midterm",Patrick Alexander,15908936,Hello? Is this thing on?,"Alabama, USA"
2225,"RT @amberlym: \xe2\x80\x9cA mass rejection of corruption, hatred, and bigotry should not be so hard to achieve, but historically it always has been an\xe2\x80\xa6",Finbarr Callan,60805938,,UK
2226,"#Midterm elections sets #record for #women in #Congress with at least 111 winning. Putting it in perspective, that\xe2\x80\xa6 https://t.co/Z89frUksYZ",Jodi Xu Klein,10970632,"US Biz Correspondent @SCMPnews. Follow the money btwn the US and #China and #TradeWars. Ex @Business, @WSJ, @TIME. jodi.klein@scmp.com",New York City
2227,RT @SCMPNews: These candidates made history at the 2018 US #midterm elections https://t.co/4f6wYEvvwb #ElectionNight,JACook,223937003,Never stop learning. I'm a doctor!,A'nowara
2228,RT @ChuckCallesto: WATCH: #CNN\xe2\x80\x99s Jake Tapper Laments #Midterm Results...\n\n\xe2\x80\x9cThis Is NOT a blue wave\xe2\x80\x9d.....\n\nhttps://t.co/NkAztmFwE0,Free \xf0\x9f\x92\xa3 Thinker,730772025061433344,"Free thinking is a super power.\nNot allowing others to manipulate your emotions, is a super power! As more and more Democrats walk away, life gets better!",United States
2229,Americans across the country turned out in large numbers on Tuesday to #vote in a highly anticipated #midterm\xe2\x80\xa6 https://t.co/337owfspb9,China Daily,87775422,Inspiring constructive dialogue between China and the US. Join the conversation!,New York City
2230,Thank you @NancyPelosi for being a smart #Democratic leader. I mean that. I\xe2\x80\x99m tired of months/years of hearing her\xe2\x80\xa6 https://t.co/X6J0uj2ezs,Paula Why Why Why,79819103,"YOU MAY SEE A STRANGER, debut linked stories (TriQuarterly Books @NorthwesternUP, 2016). 2017 Towson Prize for Literature. Editor @scoundreltime","Washington, DC"
2231,Thankful for the #midterm market bump! Anyone? https://t.co/6WV3WvqREg,Carolyn Bolton,555357209,"Yankee. Identical twin. Carpe diem. Retweets \xe2\x89\xa0 endorsements. Opinions mine. Formerly @sbnpnews, @WashTimes, @NJC_YAF, @The_Cabinet Views don\xe2\x80\x99t fit neatly in \xf0\x9f\x93\xa6","Washington, DC via RI, PA, CA"
2232,The Nov. 6 elections are done and the votes are in.\n\nRead all about the #MidTerm elections and here:\xe2\x80\xa6 https://t.co/62pZgLthZ2,Burleson Star,323394995,"The official Burleson Star Twitter account with news, updates and headlines from Burleson.","Burleson, TX"
2233,"RT @WValderrama: \xf0\x9f\x87\xba\xf0\x9f\x87\xb8Two Native American women, a Somali refugee &amp; the first openly gay man elected governor, Texas sends the first 2 Hispani\xe2\x80\xa6",Sal,393771210,Student at CSUN because Hogwarts didn't take FAFSA.\xf0\x9f\x8e\x97 SC: sal_villalobos // IG: sal_the_13oss Idol: @jtimberlake Bae: @jlo,
2234,US #midterm #elections 2018: What do the results mean for @realDonaldTrump? https://t.co/s83tQefqLt https://t.co/RAej3svICZ,NewsInn,3558044462,"An Artificial Intelligence Application created for aggregating, processing and delivering the news in an easy-to-understand fashion",
2235,"Abrams, Walker among key #candidates in #midterm #races refusing to concede https://t.co/xFyNDhFaUb https://t.co/e5iZaSv1x2",NewsInn,3558044462,"An Artificial Intelligence Application created for aggregating, processing and delivering the news in an easy-to-understand fashion",
2236,RT @ItsForexTime: #MidTerm takeaways:\n&gt; #Stockmarkets are trending higher \xf0\x9f\x93\x88\n&gt; \xf0\x9f\x87\xbf\xf0\x9f\x87\xa6 $Rand gains over 1% \n&gt; Acceleration in near-term $USD weak\xe2\x80\xa6,Ama Chibuike Daniel,415112953,Lyf's Beautiful Wit God,Owerri Nigeria
2237,Democrats took the House of Representative. Republicans held the Senate. What should #investors expect from the US\xe2\x80\xa6 https://t.co/st7SmgxHN0,Bernstein,786192157069586434,"Bernstein deploys a comprehensive range of investment strategies, cutting-edge investment planning & risk-management services to help clients reach their goals.",
2238,RT @ChuckCallesto: WATCH: #CNN\xe2\x80\x99s Jake Tapper Laments #Midterm Results...\n\n\xe2\x80\x9cThis Is NOT a blue wave\xe2\x80\x9d.....\n\nhttps://t.co/NkAztmFwE0,Marvin Russo,2759318762,,
2239,"RT @JamieJBartlett: In amongst the #midterm madness, San Francisco voters passed \xe2\x80\x98Proposition C\xe2\x80\x99 - a 0.5% tax on big local businesses to fu\xe2\x80\xa6",Emil Medellin,785371303,,Los Angeles
2240,"So, what\xe2\x80\x99s the damage from the election?\n\n#election #midterm",Mike Glendinning,82704394,Click the link below to hear this weeks podcast. We talk about horror movies and creepy songs.,"Albany, CA"
2241,#ICYMI @cunninghamjeff says CEOs entering the political fray - for #midterm elections or otherwise - are playing a\xe2\x80\xa6 https://t.co/e6OSTYQMbJ,Chief Executive,80619566,"Your number one source for news, analysis, competitive intelligence, trends and data for business leaders from Chief Executive magazine","Stamford, CT"
2242,Here are the stock markets potential winners and losers from last night\xe2\x80\x99s midterm election results -\xe2\x80\xa6 https://t.co/A11ubVVbWz,Sunwise Capital,65536603,A New Approach to Small Business Loans. Based on your Cash Flow because there's more to your business than a credit score. Follow us & let us help.,USA
2243,Read all about the #MidTerm elections here: \n\nhttps://t.co/C7gOKsMlCw,Burleson Star,323394995,"The official Burleson Star Twitter account with news, updates and headlines from Burleson.","Burleson, TX"
2244,"Best chance of being nonexistent in a year, Taco Bueno or Beto O\xe2\x80\x99Rourke?  #BetoForTexas #lol #Trump2020 #Bankrupt\xe2\x80\xa6 https://t.co/csPGu8RJD5",DDMcVay,1447339326,"Attorney by trade, survivorman during the off season. Redneck by default. It's who I am.","Enid, America"
2245,#MidTerm takeaways:\n&gt; #Stockmarkets are trending higher \xf0\x9f\x93\x88\n&gt; \xf0\x9f\x87\xbf\xf0\x9f\x87\xa6 $Rand gains over 1% \n&gt; Acceleration in near-term\xe2\x80\xa6 https://t.co/P48hd63OfL,ForexTime - FXTM,1361424438,"Official Twitter page of FXTM. Follow us for the latest news, forex promotions, market updates, & events. #ItsForexTime  \nhttps://t.co/T1SnGkOtQi",
2246,"@WhenWeAllVote I voted, for the FIRST TIME, in a #midterm election EVER.\nDonald Trump, was on MY ballot.\n#VA07\xe2\x80\xa6 https://t.co/kG2hXtCCyb",Jennifer Coleman,2218000892,Army Veteran. Golf fan. History buff.  Scorpio.,"Virginia, USA"
2247,RT @MariaTeresa1: Latinas winning &amp; making history:\n\nHeading to Governorship \n@RepLujanGrisham \n\nHeading To Congress:\n@Ocasio2018 \n@vgescob\xe2\x80\xa6,Asher Baumrin,809267326105305089,Aide for @bradhoylman | Formerly @UChicago philosophy | rt \xe2\x89\xa0 anything | Challenge me to a game of chess | He/Him/His |,"Manhattan, NY"
2248,RT @RobertCahaly: I'm so proud of the of the entire @trafalgar_group team tonight. We alone predicted @RonDeSantisFL #FLgov winner!! #Midte\xe2\x80\xa6,rtms77,12705982,"Enjoy historical fiction, Star Trek,Movies and TV, Canadian,",Canada
2249,RT @JennaLeeUSA: Why do we even have #Midterm #Elections? Here's the backstory about why the House of Representatives is elected every 2 ye\xe2\x80\xa6,Philip,1037734000268210176,"I live in Vista,CA. Love my family and friends!","Vista, CA"
2250,"Claudia Schmucker: #Midterm results will lead to more punitive #tariffs, and likely stoke trade war with #China. Th\xe2\x80\xa6 https://t.co/w2mkuMOb1H",DGAP,19703474,DGAP Deutsche Gesellschaft f\xc3\xbcr Ausw\xc3\xa4rtige Politik \xe2\x80\x93 German Council on Foreign Relations. Think Tank und Netzwerk f\xc3\xbcr Au\xc3\x9fenpolitik,Berlin
2251,RT @MariaTeresa1: Latinas winning &amp; making history:\n\nHeading to Governorship \n@RepLujanGrisham \n\nHeading To Congress:\n@Ocasio2018 \n@vgescob\xe2\x80\xa6,\xf0\x9f\x87\xba\xf0\x9f\x87\xb8DEMOCRATIC HOUSE 2018\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 #Senate/WH2020,16179017,Mom/Feminist/Proud Immigrant/Climate Change is NOT a hoax/Humanitarian\xf0\x9f\x91\x8fTaking Our Country back \xf0\x9f\x87\xba\xf0\x9f\x87\xb8AMERICA belongs to WE THE PEOPLE \xf0\x9f\xa4\xba\xe2\x98\x94\xef\xb8\x8fRESIST \xf0\x9f\x99\x8f#NoRA,"\xe2\x9d\xa4\xef\xb8\x8fin NY, USA, PLANET \xf0\x9f\x8c\x8e "
2252,"RT @amberlym: \xe2\x80\x9cA mass rejection of corruption, hatred, and bigotry should not be so hard to achieve, but historically it always has been an\xe2\x80\xa6",Carole Meikle,2888236025,,
2253,"Rally a Wall Steet con #midterm:\xc2\xa0#dow Jones\xc2\xa0+1,09%, Nasdaq +1,84% https://t.co/b1ZJcX8gRi",Il Messaggero,36079217,"Il Messaggero, il quotidiano di Roma",Rome
2254,RT @JennaLeeUSA: Why do we even have #Midterm #Elections? Here's the backstory about why the House of Representatives is elected every 2 ye\xe2\x80\xa6,Edie,1046891811720040449,,
2255,RT @SCMPNews: These candidates made history at the 2018 US #midterm elections https://t.co/4f6wYEvvwb #ElectionNight,Tomonari MASADA,5618422,\xe9\x95\xb7\xe5\xb4\x8e\xe5\xa4\xa7\xe5\xad\xa6\xe5\xa4\xa7\xe5\xad\xa6\xe9\x99\xa2\xe5\xb7\xa5\xe5\xad\xa6\xe7\xa0\x94\xe7\xa9\xb6\xe7\xa7\x91\xe6\x83\x85\xe5\xa0\xb1\xe5\xb7\xa5\xe5\xad\xa6\xe3\x82\xb3\xe3\x83\xbc\xe3\x82\xb9\xe5\x87\x86\xe6\x95\x99\xe6\x8e\x88\xe3\x80\x82\xe5\xb0\x82\xe9\x96\x80\xe3\x81\xaf\xe7\xa2\xba\xe7\x8e\x87\xe3\x83\xa2\xe3\x83\x87\xe3\x83\xab\xe3\x81\xab\xe3\x82\x88\xe3\x82\x8b\xe3\x83\x86\xe3\x82\xad\xe3\x82\xb9\xe3\x83\x88\xe3\x83\x9e\xe3\x82\xa4\xe3\x83\x8b\xe3\x83\xb3\xe3\x82\xb0\xe3\x80\x82KPOP/CPOP addict\xe3\x80\x82\xe3\x83\x84\xe3\x82\xa4\xe3\x83\xbc\xe3\x83\x88\xe3\x81\xaf\xe5\x80\x8b\xe4\xba\xba\xe3\x81\xae\xe8\xa6\x8b\xe8\xa7\xa3\xe3\x80\x82 https://t.co/42GPOkEPzo,"Nagasaki, Japan"
2256,RT @BeeNewsDaily: POTUS post #midterm news conference at 11:30A at the #WhiteHouse. https://t.co/Zi2UuAihqg,BeeNewsDaily,853736260397084674,"BeeNewsDaily provides investigative reporting, in-depth national political coverage, national security news, opinion, sports and more. Post your own news here.","Washington, DC"
2257,POTUS post #midterm news conference at 11:30A at the #WhiteHouse. https://t.co/Zi2UuAihqg,BeeNewsDaily,853736260397084674,"BeeNewsDaily provides investigative reporting, in-depth national political coverage, national security news, opinion, sports and more. Post your own news here.","Washington, DC"
2258,"Last night, @abcnews came to #TimesSquare to bring the #midterm elections into focus while providing real-time upda\xe2\x80\xa6 https://t.co/KVAjXaorKu",BrandedCities,252675736,Branded Cities is an Out of Home media company that owns spectacular signs in iconic locations.  To Learn more visit http://t.co/gqmdsXDAjP,"Phoenix, Arizona"
2259,RT @nizmycuba: No surprise Dem Party\xe2\x80\x99s been the real Racist Party: \n\xe2\x80\x9cI know they all look alike\xe2\x80\x9d HRC jokes ornery abt blacks &amp; MSM finds it\xe2\x80\xa6,Bummed SportsFan,912480437154574338,Entertainment Gaming Movies Sports UFC MLB MMA Games,"New York, USA"
2260,Some hiccups at Valley polls highlight otherwise smooth #midterm #election https://t.co/4Q6jfX9Bf0,Fresno Bee,8249832,The No. 1 source of news in California's central San Joaquin Valley.,"Fresno, California"
2261,What makes this years #midterm election stand out from years past? https://t.co/fEN7nYgCHi https://t.co/a5DjBfYh8r,RESI of Towson Univ.,114850514,RESI is @TUInnovates & @TowsonU economic research & policy analysis team & trusted experts on MD economy. Chief Economist @DaraiusIrani  https://t.co/w5fRDa8aTN,"Towson, MD"
2262,These candidates made history at the 2018 US #midterm elections https://t.co/4f6wYEvvwb #ElectionNight,SCMP News,23922797,"South China Morning Post provides news and analysis on Hong Kong, China and the rest of Asia.",Hong Kong
2263,@dilfisland We talked about this when this piece first ran at the beginning of the #midterm season. I explained tha\xe2\x80\xa6 https://t.co/GVGh3Nc9ZY,Morgan Radford,80043764,@NBCnews Correspondent: @TODAYShow/@NBCNightlyNews/@MSNBC. @Harvard Grad. Southern Girl. @FulbrightPrgrm @ColumbiaJourn alumna. Retweets not endorsements.,NYC
2264,The #midterm elections: Here's the verdict on what they mean for #Medicare #Medicaid #SocialSecurity and\xe2\x80\xa6 https://t.co/GRaIjayBgH,Richard Eisenberg,38166684,Managing Editor/Money and Work editor and blogger for @NextAvenue -- a @PBS site for anyone 50+. reisenberg@nextavenue.org,New Jersey
2265,#Stocks advance as #midterm election results roll in https://t.co/IRQVMzni5r https://t.co/qopB1bgUSx,Lake Ave Financial,1602854334,A Financial Partner you can Trust. #Fiduciary #RIA #FinancialPlanning #investments #Pasadena #LakeAve Disclosures: https://t.co/cvWGyaxAbc,"Pasadena, CA"
2266,"US #midterm #elections: #Democrats take #House, governorships; #Republicans retain #Senate ctrl; Dem gains largely\xe2\x80\xa6 https://t.co/iZON3N2fmc",US Ag Policy,893491689712734208,Providing daily updates on US agricultural policy and agri-business. Content powered by Issue Monitor,"Washington, DC"
2267,"RT @WValderrama: \xf0\x9f\x87\xba\xf0\x9f\x87\xb8Two Native American women, a Somali refugee &amp; the first openly gay man elected governor, Texas sends the first 2 Hispani\xe2\x80\xa6",Carlos Two Bears,390615099,C.T. Fletcher Athlete/Ambassador|Tatted Power Bodybuilder|MMA|Activist|Motivational Speaker|Changing lives 1 day at a \xe2\x8c\x9a\xef\xb8\x8f! #ISYMFS,"Los Angeles, CA"
2268,"RT @abc7anabel: #Election2018 UPDATE: With nearly 100% of precincts reporting in LA County, about 38% of registered voters turned out for t\xe2\x80\xa6",Blondiggity,385836523,I just sold my heart and bought a kilo.,
2269,"These #midterm wins for #GOP were brought to you by the letter ""H""",Ricky Vines,286777547,Theologian.  US Patriot.  Teacher.  Friend of @Israel.  Trump ally. NRA.,"Washington, D.C."
2270,"RT @amberlym: \xe2\x80\x9cA mass rejection of corruption, hatred, and bigotry should not be so hard to achieve, but historically it always has been an\xe2\x80\xa6",DEFCON 2 \xe2\x98\xa2\xef\xb8\x8f\xe2\x98\xa0\xef\xb8\x8f\xe2\x98\xa2\xef\xb8\x8f,764567449,"Trump, he\xe2\x80\x99s a creature of the swamp. @sarahkendzior @kylegriffin1 @anneapplebaum @Kasparov63 @NatashaBertrand @MollyJongFast @atrupar  https://t.co/ZMJbkI1haz",Canada
2271,"#Midterm Results:\nClimate-science deniers were ousted from the U.S. House of Representatives on Tues, replaced acro\xe2\x80\xa6 https://t.co/aD64jQuMiq",Timothy Karera,274261249,"Passionate #learner,thrilled by our #networked #society. #Skillsgapbridging #Climatechange #Foodsecurity #Leadership  #GlobalSouth #PersonalFinance #Positivity",North America 
2272,RT @ChuckCallesto: WATCH: #CNN\xe2\x80\x99s Jake Tapper Laments #Midterm Results...\n\n\xe2\x80\x9cThis Is NOT a blue wave\xe2\x80\x9d.....\n\nhttps://t.co/NkAztmFwE0,Travcon6,2597309454,"Proud American, Christian, and believer that the truth shall set us all free. #WWG1WGA #Jesus #Q #lockherup #MAGA #Patriot #L9 #patriotnews",
2273,RT @MariaTeresa1: Latinas winning &amp; making history:\n\nHeading to Governorship \n@RepLujanGrisham \n\nHeading To Congress:\n@Ocasio2018 \n@vgescob\xe2\x80\xa6,WeAreWithHer,4891538394,stay awake.,
2274,RT @ChuckCallesto: WATCH: #CNN\xe2\x80\x99s Jake Tapper Laments #Midterm Results...\n\n\xe2\x80\x9cThis Is NOT a blue wave\xe2\x80\x9d.....\n\nhttps://t.co/NkAztmFwE0,Helen Spade \xe2\x9d\x8c,924312478648905728,"#MAGA, married, mother, wife, BSEE MSU, conservative on most issues","California, USA"
2275,RT @FashInnovation: What the #Midterm election results mean for tech. via @WIRED https://t.co/CqTgzBkSuS #ElectionResults2018 #privacy #Net\xe2\x80\xa6,anastasia nicole,16378198,"\xf0\x9f\x92\xbb: Digital Marketing \xf0\x9f\x8d\x91: ATL Shawty Hold all calls, I\xe2\x80\x99m busy becoming the Beylessi of #fashtech \xf0\x9f\x93\xa9:anastasia@anastasianicoles.com","Atlanta, GA"
2276,Some good US #midterm outcomes:\n- better representation of underrepresented people (including scientists) in electe\xe2\x80\xa6 https://t.co/LQCeel4C0l,Nick Byrd,353720586,Fellow at @FloridaState | Philosophy of Cognitive Science (and vice versa) | Reasoning Willpower Wellbeing | @ActuallyNPH\xe2\x80\x99s Doppelg\xc3\xa4nger | Pedestrian | Blogger,"Florida, United States"
2277,"RT @amberlym: \xe2\x80\x9cA mass rejection of corruption, hatred, and bigotry should not be so hard to achieve, but historically it always has been an\xe2\x80\xa6",(((Cali Patriot))) \xce\xa9,59209789,"All the great things are simple and many can be expressed in a single word: Freedom, Justice, Honor,  Duty, Mercy, Hope.  Winston Churchill  #TheResistance","Encinitas, CA"
2278,RT @ChuckCallesto: WATCH: #CNN\xe2\x80\x99s Jake Tapper Laments #Midterm Results...\n\n\xe2\x80\x9cThis Is NOT a blue wave\xe2\x80\x9d.....\n\nhttps://t.co/NkAztmFwE0,Russell Brown,19862377,Make America Great Again,
2279,"RT @amberlym: \xe2\x80\x9cA mass rejection of corruption, hatred, and bigotry should not be so hard to achieve, but historically it always has been an\xe2\x80\xa6",Diane Lisman,976975229129019392,,
2280,RT @alexandragunn: Always great to see more #women in government! Tuesday's #midterm elections in the \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 were highlighted by a series of fi\xe2\x80\xa6,Alexandra Gunn,146853845,\xe2\x9c\xa8 Fashion Editor for @Ottawalifers Magazine \xe2\x9c\xa8\xf0\x9f\x91\x89\xf0\x9f\x8f\xbb All media queries to alexandra@ottawalife.com #Ottawa #YOW,Ottawa
2281,RT @RunnymedeRevo: Most Republicans on Twitter are behaving quite maturely after the #MidTerm results.\nJust imagine if the Republicans had\xe2\x80\xa6,Betsy mess\xe2\x9d\x8c,967919269643087877,Real estate professional. Duplicate bridge player.#drain the swamp. #MAGA I strongly support our military ! very Pro Trump ; I follow back! walk aways welcome!,"Springfield, Mo"
2282,"RT @amberlym: \xe2\x80\x9cA mass rejection of corruption, hatred, and bigotry should not be so hard to achieve, but historically it always has been an\xe2\x80\xa6",#MobTheVote,3157835918,"Joined for fun, stayed for the fight.","Charleston, SC"
2283,RT @seconddinners: Election night cooking #Vote2018 #ElectionEve #Elections2018 #Trump #Midterm2018 #Midterm #GodBlessAmerica #food #chef h\xe2\x80\xa6,Uz_Levados,1057982161456939008,Deus acima de tudo \xf0\x9f\x8d\x80,"Minas Gerais, Brazil"
2284,RT @seconddinners: Election night cooking #Vote2018 #ElectionEve #Elections2018 #Trump #Midterm2018 #Midterm #GodBlessAmerica #food #chef h\xe2\x80\xa6,Diego,3411627358,"N\xc3\xa3o desiste de lutar, em algum lugar por a\xc3\xad tem algu\xc3\xa9m que se inspira em voc\xc3\xaa !","Minas Gerais, Brasil"
2285,RT @ChuckCallesto: WATCH: #CNN\xe2\x80\x99s Jake Tapper Laments #Midterm Results...\n\n\xe2\x80\x9cThis Is NOT a blue wave\xe2\x80\x9d.....\n\nhttps://t.co/NkAztmFwE0,Barbara,892844295018995712,"Phd 30 years in public health administration, love my country and my president!",
2286,RT @nizmycuba: No surprise Dem Party\xe2\x80\x99s been the real Racist Party: \n\xe2\x80\x9cI know they all look alike\xe2\x80\x9d HRC jokes ornery abt blacks &amp; MSM finds it\xe2\x80\xa6,Estadidad o Muerte,2609287691,"Republican, Pro Statehood of Puerto Rico always speaking about the truth and the well being of our nation.",United States
2287,RT @enricomolinari: Record number of #women win house seats! \xf0\x9f\x91\x89 @StatistaCharts V/ @enricomolinari\n\xe2\x8f\xa9 #vote #USA #FutureofWork #WomenDecide #\xe2\x80\xa6,Sarah-Jayne Gratton,16615594,"Caffeine-enhanced, wine-loving #tech #influencer #writer and #KOL, who also covers #IoT #AI #VR #Health #Agritech and more. Proud to be speaking at #WebSummit.","London, United Kingdom"
2288,Most Republicans on Twitter are behaving quite maturely after the #MidTerm results.\nJust imagine if the Republicans\xe2\x80\xa6 https://t.co/IYCXSyjzs2,Liberty For All,731140720271200256,"Full time cottage dropper & serial manspreader. Non neurodiverse working class autistic male. Pronouns: Thon. Pro Brexit, Trump, Israel, Modi. Me nah trig easy!","Winchester, England"
2289,"RT @US_ag_policy: Nov 7: US #midterm #elections complete, Washington stakeholders digesting results &amp; impact on future agenda. #China's Hei\xe2\x80\xa6",Andrew Cheng,1059104016678834177,Global Citizen. Sport enthusiast. Business oriented. World Economy.,
2290,RT @enricomolinari: Record number of #women win house seats! \xf0\x9f\x91\x89 @StatistaCharts V/ @enricomolinari\n\xe2\x8f\xa9 #vote #USA #FutureofWork #WomenDecide #\xe2\x80\xa6,Tech Now or Never,820822691846430720,All info about TECH you get here.  #AI #Aviation #Drone #IoT #CyberSecurity #Innovation #digitaltransformation #BlockChain #Robot #VR curated by @danielbastos,"Calif\xc3\xb3rnia, USA"
2291,"Nov 7: US #midterm #elections complete, Washington stakeholders digesting results &amp; impact on future agenda. #China\xe2\x80\xa6 https://t.co/eL0XONn7DU",US Ag Policy,893491689712734208,Providing daily updates on US agricultural policy and agri-business. Content powered by Issue Monitor,"Washington, DC"
2292,RT @ChuckCallesto: WATCH: #CNN\xe2\x80\x99s Jake Tapper Laments #Midterm Results...\n\n\xe2\x80\x9cThis Is NOT a blue wave\xe2\x80\x9d.....\n\nhttps://t.co/NkAztmFwE0,Lord Kraybo,3344944154,For Entertainment purposes only.\n\n#Independent #News #Analyst #Conservative #Libertarian #Levinite #Freethinker #Musiclover #Gamer #Anon #StarWars #Parody,"St Louis, MO"
2293,I am going dump Florida and pick Nevada for my next vacation #Midterms2018 #Midterm #MidtermElection #MidtermElection2018,Veeranjan Bonthu,21997352,"I like farms,chicken,family and friends... $TSLA $VZ $F $SPY $VTSAX","Atlanta, GA"
2294,I am going dump Florida and pick Nevada for my next vacation #Midterms2018 #Midterm #MidtermElection #MidtermElection2018,Veeranjan Bonthu,21997352,"I like farms,chicken,family and friends... $TSLA $VZ $F $SPY $VTSAX","Atlanta, GA"
2295,"RT @WValderrama: \xf0\x9f\x87\xba\xf0\x9f\x87\xb8Two Native American women, a Somali refugee &amp; the first openly gay man elected governor, Texas sends the first 2 Hispani\xe2\x80\xa6",Emilio Franco,3310198019,"I'm not the person you think I am. You have a voice, use it. Future Art Therapist/ School Psychologist. Photographer/ Project Manager in progress.",United States
2296,RT @nizmycuba: No surprise Dem Party\xe2\x80\x99s been the real Racist Party: \n\xe2\x80\x9cI know they all look alike\xe2\x80\x9d HRC jokes ornery abt blacks &amp; MSM finds it\xe2\x80\xa6,Carlos DPF,851338779319312384,Rebus sic stantibus,Espa\xc3\xb1a
2297,Record number of #women win house seats! \xf0\x9f\x91\x89 @StatistaCharts V/ @enricomolinari\n\xe2\x8f\xa9 #vote #USA #FutureofWork\xe2\x80\xa6 https://t.co/ALCWZXopQH,\xf0\x9f\x94\x9b Enrico Molinari \xf0\x9f\x8e\xaf,75673231,\xf0\x9f\x8e\xaf omnichannel marketing manager \xe2\xad\x90 university #marketing #comms #economic #fintech #startup professor & press author \xe2\xad\x90 \xef\xb8\x8fspokesperson President @ConfAssTW,Milan/Rome/Brussels
2298,RT @KPRC2Rachel: WHAT A NIGHT! We're breaking down your #Decision2018 results @KPRC2 Today. Complete #Midterm #ElectionResults https://t.co\xe2\x80\xa6,Miguel A. Columna,25029769,"@DukeFuqua MBA '18. Co-Founder @ConPRmetidos. @WEF Global Agenda Council & @GlobalShapers. Private sector growth, innovation and #sharedvalue in LatAm. Y caf\xc3\xa9\xf0\x9f\x94\x91",DC & PR
